Offset(P)            #Ptr   #Hnd Access Name
0x000000003d86af80      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader
0x000000003d8853b8      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\DriverStore\FileRepository\prnep00f.inf_x86_neutral_07f7a94e565e9af0\prnep00f.PNF
0x000000003d885790      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\45.0.2454.101\natives_blob.bin
0x000000003d885e88      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\FXSST.dll
0x000000003d892118      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\SnippingTool.exe
0x000000003d8922c8      4      1 ------ \Device\Afd\Endpoint
0x000000003d8924a8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\MsCtfMonitor.dll
0x000000003d8929a0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\DeviceCenter.dll
0x000000003d892f10      5      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\courbi.ttf
0x000000003d894290      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sqlcese30.dll
0x000000003d8948a8      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dfrgui.exe
0x000000003d894d50      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\gameux.dll
0x000000003d895210      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mycomput.dll
0x000000003d8952c8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\linkinfo.dll
0x000000003d8956d8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\themeui.dll
0x000000003d895a18      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\FXSRESM.dll
0x000000003d895d50      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\d3d10_1.dll
0x000000003d89a580      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmi.dll
0x000000003d89ac48      1      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x000000003d8a54e8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\pdh.dll
0x000000003d8a57f0      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8a5918      7      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000
0x000000003d8a5be8      1      1 RW---- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\MSStmp.log
0x000000003d8a5d58      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive
0x000000003d8a5ec8      1      1 RW-rw- \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Local\Google\Chrome\User Data\Default\Web Data
0x000000003d8a6f80      4      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\batang.ttc
0x000000003d8a9d68      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\45cb169c-3fdb-4771-8b8d-0c02cb335281
0x000000003d8a9ec8      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8a9f80      1      1 ------ \Device\NamedPipe\MsFteWds
0x000000003d8ae3d0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\uDWM.dll
0x000000003d8ae710      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\perfdisk.dll
0x000000003d8b0120      7      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\arial.ttf
0x000000003d8b01d8      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\45.0.2454.101
0x000000003d8b0290      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8b0658      6      0 R--rwd \Device\HarddiskVolume2\Windows\explorer.exe
0x000000003d8b0710      3      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wdc.dll
0x000000003d8b0888      8      0 RW--wd \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Roaming\Microsoft\UProof\CUSTOM.DIC
0x000000003d8b14a8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\sdcpl.dll
0x000000003d8b1628      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dxgi.dll
0x000000003d8b16e0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dwm.exe
0x000000003d8b1798      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mstsc.exe
0x000000003d8b1bb8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\shacct.dll
0x000000003d8b1d38      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\sud.dll
0x000000003d8b2170      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8b2398      6      0 RW-rwd \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\28da9c56fde4021055a681112c092453f74d8dd8\f9b43ad05bfc83e27c98c445157ced6c24645cf2\44b79973155d1f75_0
0x000000003d8b2880      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drvstore.dll
0x000000003d8b2938      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003d8b2b50      6      0 R--rw- \Device\HarddiskVolume2\Windows\Fonts\verdanab.ttf
0x000000003d8b2c10      8      0 R--r-- \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\FORMS\1033\ACTIVITL.ICO
0x000000003d8b2d58      6      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\CALISTI.TTF
0x000000003d8b4348      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\stobject.dll
0x000000003d8b44f8      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\OobeFldr.dll
0x000000003d8b4750      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ie4uinit.exe
0x000000003d8b4bb8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\userinit.exe
0x000000003d8b5540      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\AuthFWGP.dll
0x000000003d8b5a08      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\unregmp2.exe
0x000000003d8b5d88      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\iscsicpl.dll
0x000000003d8b5f18      3      0 R--rwd \Device\HarddiskVolume2\Windows\System32\vsocklib.dll
0x000000003d8b71b0      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msftedit.dll
0x000000003d8b7408      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dwmredir.dll
0x000000003d8b7660      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\batmeter.dll
0x000000003d8b7980      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\xpsrchvw.exe
0x000000003d8b7b70      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\actxprxy.dll
0x000000003d8b8160      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x000000003d8b8310      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msinfo32.exe
0x000000003d8b8568      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\filemgmt.dll
0x000000003d8b8df0      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\timedate.cpl
0x000000003d8b8ea8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\iedkcs32.dll
0x000000003d8b9458      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\d3d10level9.dll
0x000000003d8b9888      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\d3d10_1core.dll
0x000000003d8b9d70      3      0 R--rwd \Device\HarddiskVolume2\Windows\System32\EhStorShell.dll
0x000000003d8be8d0      8      0 R--r-- \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\FORMS\1033\SIGNS.ICO
0x000000003d8bec50      8      0 R--rwd \Device\HarddiskVolume2\Program Files\Internet Explorer\iexplore.exe
0x000000003d8bf1e0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\accessibilitycpl.dll
0x000000003d8bf858      8      0 R--r-- \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\94308059B57B3142E455B38A6EB92015
0x000000003d8bfa10      2      1 ------ \Device\Afd\Endpoint
0x000000003d8bfe10      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\networkexplorer.dll
0x000000003d8c0208      9      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\usbmon.dll.mui
0x000000003d8c0420      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\DriverStore\FileRepository\prnhp004.inf_x86_neutral_95288ae6f32f1fe7\prnhp004.PNF
0x000000003d8c08f8      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\usercpl.dll.mui
0x000000003d8c13f0      8      0 R--rwd \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\FORMS\1033\CNFRES.CFG
0x000000003d8c1b38      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\HotStartUserAgent.dll
0x000000003d8c1c90      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8c1f80      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\en-US\gameux.dll.mui
0x000000003d8c21e0      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\IconCodecService.dll
0x000000003d8c2540      7      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\HTOWERTI.TTF
0x000000003d8c2690      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imaadp32.acm
0x000000003d8c2748      6      0 R--rwd \Device\HarddiskVolume2\Program Files\Common Files\microsoft shared\ink\tiptsf.dll
0x000000003d8c3f80      8      0 RW-rwd \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003d8c4210      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\DriverStore\FileRepository\prnle004.inf_x86_neutral_60637fb8287b0bdb\prnle004.PNF
0x000000003d8c4570      7      0 R--rw- \Device\HarddiskVolume2\Windows\Fonts\browai.ttf
0x000000003d8c4988      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\DriverStore\FileRepository\prnrc00a.inf_x86_neutral_7818fe41c7df6d84\prnrc00a.PNF
0x000000003d8c4c40      6      0 R--r-- \Device\HarddiskVolume2\Windows\inf\errata.inf
0x000000003d8c5230      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4040e761-8758-4007-b2fe-142b24bf4b16
0x000000003d8c5560      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\upnphost.dll.mui
0x000000003d8c60c8      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.1.regtrans-ms
0x000000003d8c6278      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8c6888      8      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netrasa.inf
0x000000003d8c6a50      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\msra.exe.mui
0x000000003d8c9260      5      0 R--rwd \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\glibmm-2.4.dll
0x000000003d8c9618      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\sdautoplay.dll
0x000000003d8ca5f0      6      0 R--rwd \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x000000003d8caae0      8      0 R--r-- \Device\HarddiskVolume2\Windows\inf\lltdio.inf
0x000000003d8cacc8      7      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ROCK.TTF
0x000000003d8cb328      5      0 R--rwd \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\VMToolsHook.dll
0x000000003d8cbd30      2      1 R--rwd \Device\HarddiskVolume2\Users
0x000000003d8cc1c0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SYSTEM
0x000000003d8cc700      7      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\desktop.ini
0x000000003d8cc910     15      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8ccc70      7      0 R--r-d \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\OUTLRPC.DLL
0x000000003d8cce38      6      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\Vani.ttf
0x000000003d8cd038      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\tbssvc.dll
0x000000003d8cd808      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
0x000000003d8cdb98      8      0 R--rwd \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0x000000003d8cddf0      3      0 R--rwd \Device\HarddiskVolume2\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll
0x000000003d8cf280     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4WHC.evtx
0x000000003d8cf850      7      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\desktop.ini
0x000000003d8cff80      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003d8d0190      7      0 R--r-d \Device\HarddiskVolume2\Windows\ehome\ehrecvr.exe
0x000000003d8d0248      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\acproxy.dll.mui
0x000000003d8d0300      7      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ELEPHNTI.TTF
0x000000003d8d04f8      8      0 R--rwd \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\FORMS\1033\TASKUPD.CFG
0x000000003d8d07c8      8      0 R--r-- \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\PROOF\MSSP7EN.dub
0x000000003d8d1350      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pots.dll
0x000000003d8d14f8      6      0 R--r-d \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\SOCIALCONNECTOR.DLL
0x000000003d8d1808      5      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework\v2.0.50727\diasymreader.dll
0x000000003d8d1b58      7      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini
0x000000003d8d21f0      7      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini
0x000000003d8d2598      8      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\SEARCHFILTERHOST.EXE-77482212.pf
0x000000003d8d2bf8      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d35d8      8      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\GILC____.TTF
0x000000003d8d3720      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x000000003d8d4038      7      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x000000003d8d44f0      8      0 R--rwd \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\FORMS\1033\OMSSMS.CFG
0x000000003d8d4790      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d4b08     10      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx
0x000000003d8d4c68      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskeng.exe
0x000000003d8d5028      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\fastfat.sys
0x000000003d8d5140      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\Desktop.ini
0x000000003d8d55e0      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d56c8      7      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x000000003d8d5d30      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d5f50      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ActionCenterCPL.dll.mui
0x000000003d8d6318      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Desktop.ini
0x000000003d8d6d80      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d6e38      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000003d8d73c0      9      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d74a8      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini
0x000000003d8d7760      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x000000003d8d8218      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x000000003d8d96d8      6      0 R--r-d \Device\HarddiskVolume2\Program Files\Microsoft Office\Office15\mscss7en.dll
0x000000003d8d9958      8      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{67D69890-D853-4011-A87E-AA64FA83CE5A}.2.ver0x0000000000000001.db
0x000000003d8d9d80      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8d9e38      4      0 R--rwd \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4bf5400abf9d60b7\mfc90u.dll
0x000000003d8d9f80      2      1 ------ \Device\NamedPipe\chrome.3576.34.129111118
0x000000003d8da298      7      0 R--rwd \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\comctl32.dll.mui
0x000000003d8da508      8      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v2.0.50727_32\System.Configuration\4b1350e31ff09cc583b34854816d8036\System.Configuration.ni.dll
0x000000003d8dabd0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\odbcint.dll.mui
0x000000003d8daf80      7      0 R--rwd \Device\HarddiskVolume2\Users\Public\Desktop\desktop.ini
0x000000003d8db038      5      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\CENSCBK.TTF
0x000000003d8db230      7      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\BASKVILL.TTF
0x000000003d8db9d8      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003d8dba90      2      0 R--rwd \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4973eb1d754a9dc9\MFC90ENU.DLL
0x000000003d8dcf80      1      1 RW---- \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\ntuser.dat.LOG2
0x000000003da04610      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-RMS-MSIPC%4Debug.etl
0x000000003da04790      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\oleaccrc.dll
0x000000003da048b8      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\eappcfg.dll
0x000000003da049e0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\Display.dll
0x000000003da04f80      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\a2cfb6f3-b3ae-4971-8e29-c415be22d2e5
0x000000003da13038     10      1 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Network\Downloader\qmgr1.dat
0x000000003da13158      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\aclui.dll
0x000000003da134a8      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\drprov.dll
0x000000003da13c78      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dfscli.dll
0x000000003da13e00      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\INETRES.dll
0x000000003da13f80      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ntprint.dll
0x000000003da23038     10      1 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Network\Downloader\qmgr0.dat
0x000000003da23718      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\Syncreg.dll
0x000000003da23b98      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\activeds.dll
0x000000003da23f80      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\DiagCpl.dll
0x000000003da34038     14      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx
0x000000003da34328      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ACCTRES.dll
0x000000003da347a8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\midimap.dll
0x000000003da34a00      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wlanhlp.dll
0x000000003da34b30      7      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v2.0.50727_32\EventViewer\1b2eb08e8cf01e93ec0586dd2f61cd35\EventViewer.ni.dll
0x000000003da4a588      3      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mscoree.dll
0x000000003da4a918      3      0 R--rwd \Device\HarddiskVolume2\Windows\AppPatch\AcGenral.dll
0x000000003da4ace8      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msoert2.dll
0x000000003da53378      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\davclnt.dll
0x000000003da53868      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msident.dll
0x000000003da53bb8      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\advpack.dll
0x000000003da53ea8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dot3api.dll
0x000000003da67038      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\04704f42-6342-447e-85d1-800b1a330458
0x000000003da67248      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mctadmin.exe
0x000000003da677e0      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\seclogon.dll
0x000000003da67b30      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\autoplay.dll
0x000000003da67f80      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\regsvr32.exe
0x000000003da7e038      7      0 R--r-- \Device\HarddiskVolume2\Windows\System32\sppwinob.dll
0x000000003da7e228      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ActionCenter.dll
0x000000003da7e518      6      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\tahomabd.ttf
0x000000003da7ed98      4      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msoeacct.dll
0x000000003da7ef80      8      0 R--r-- \Device\HarddiskVolume2\Windows\System32\DriverStore\FileRepository\prnrc00b.inf_x86_neutral_354df7938905aa3b\prnrc00b.PNF
0x000000003da88d70      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\eappprxy.dll
0x000000003da9f920      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\eapsvc.dll
0x000000003daab038      8      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netvwifimp.inf
0x000000003daab130      6      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.001
0x000000003daab1e8      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\webcheck.dll
0x000000003daab750      8      0 R--rwd \Device\HarddiskVolume2\Windows\System32\SearchFolder.dll
0x000000003daabf80      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\AUDIOKSE.dll
0x000000003dac0538      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\ntshrui.dll
0x000000003dac0800      1      1 RWDrwd \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Local\Google\Chrome\User Data\Default\Cache\data_0
0x000000003dac09b0      1      1 R--rw- \Device\HarddiskVolume2\Program Files\Google\Chrome\Application\45.0.2454.101\chrome_100_percent.pak
0x000000003daf2038      2      0 R--rw- \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Google Chrome.lnk
0x000000003daf2c30      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\EAPQEC.DLL
0x000000003daf2f80      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wshext.dll
0x000000003db039f8      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003db14308      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000003db144d8      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003db14990     17      1 RW-rw- \Device\HarddiskVolume2\Users\gideon.ALLSAFECYBERSEC\AppData\Local\Google\Chrome\User Data\Default\Top Sites-journal
0x000000003db14c98      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003db28038      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\05ee699f-ab25-42d8-8781-558c5d1d2fad
