Offset(P)            #Ptr   #Hnd Access Name
0x000000003e81d200      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bthprops.cpl
0x000000003e81d350     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msidle.dll
0x000000003e81d6c0     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\batmeter.dll.mui
0x000000003e81d810     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000A.dir
0x000000003e81e390      2      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms
0x000000003e81e4e0      1      1 RW---- \Device\HarddiskVolume2\Users\SmartNet\ntuser.dat.LOG2
0x000000003e81ed50      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e81f360      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e81f4b0      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\Documents\desktop.ini
0x000000003e81f8a0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e81ff20     16      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Libraries\Pictures.library-ms
0x000000003e8209a0     16      0 R--rwd \Device\HarddiskVolume2\Users\Public\Pictures\desktop.ini
0x000000003e820bb0     16      0 R--rwd \Device\HarddiskVolume2\Users\Public\Music\desktop.ini
0x000000003e820e60     16      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Pictures\desktop.ini
0x000000003e823630      3      1 RW---- \Device\HarddiskVolume2\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-0.C7483456-A289-439d-8115-601632D005A0
0x000000003e824bc0      2      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Burn
0x000000003e824dd0      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt\DumpIt.exe
0x000000003e824f20      2      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Burn
0x000000003e8259a0     16      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Libraries\Music.library-ms
0x000000003e825f20     16      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Music\desktop.ini
0x000000003e829070      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e82a930     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RacEngn.dll
0x000000003e82aa80     16      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\RAC\PublishedData\RacWmiDatabase.sdf
0x000000003e82bb60     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mmres.dll.mui
0x000000003e82cf20      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003e838680     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\batmeter.dll
0x000000003e83a070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\racengn.dll.mui
0x000000003e83a3a0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mmres.dll
0x000000003e83a4f0      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\duser.dll
0x000000003e83a640     16      0 RW---- \Device\HarddiskVolume2\ProgramData\Microsoft\RAC\StateData\RacWmiEventData.dat
0x000000003e83c3b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleaccrc.dll
0x000000003e83c500     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleacc.dll
0x000000003e83da50      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e83df20     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000003e83ef20      2      1 ------ \Device\Afd\Endpoint
0x000000003e85c770     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fontext.dll
0x000000003e85f5b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msimg32.dll
0x000000003e85f700      7      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v2.0.50727_64\System.Xml\ee795155543768ea67eecddc686a1e9e\System.Xml.ni.dll
0x000000003e85f960      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Crypto\Keys\075b3649dfcfbf4419375e74424ddab2_b6e5f7b3-603d-49bb-9907-2d447987b31a
0x000000003e85fd10     33      1 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Support\MPLog-07132009-221054.log
0x000000003e860d10     16      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\KeePass\KeePass.config.xml
0x000000003e8615b0      6      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpengine.dll
0x000000003e861700      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000003e861910     15      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MsMpRes.dll
0x000000003e862070     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\Microsoft\Protect\S-1-5-18\User\411ac4c0-623b-4bbb-881d-1d479dac34fa
0x000000003e862260      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\taskschd.dll
0x000000003e8627d0      1      0 R--r-- \Device\HarddiskVolume2\Windows\System32\Microsoft\Protect\S-1-5-19\Preferred
0x000000003e862920      2      2 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.
0x000000003e865a50     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e867f20      4      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000
0x000000003e869b00     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_949.NLS
0x000000003e86a470      1      0 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000003e86aaf0     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.001
0x000000003e86ad00      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e86b070     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_932.NLS
0x000000003e86b7a0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000003e86bd10      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e86d310      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dot3api.dll
0x000000003e86ed50      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000003e86f690     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSRESM.dll
0x000000003e8718a0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\tquery.dll.mui
0x000000003e871a70      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlanhlp.dll
0x000000003e875100      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\eappcfg.dll
0x000000003e876500     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e876ac0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e876f20      8      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8777d0      8      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6\msvcr80.dll
0x000000003e877920     33      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.10.Crwl
0x000000003e877a70     33      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.10.gthr
0x000000003e877bc0      7      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\profapi.dll
0x000000003e877dd0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdPHost.dll
0x000000003e877f20      2      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Media Player\wmpnetwk.exe
0x000000003e8785b0      2      0 -W-r-- \Device\HarddiskVolume2䠀Ǚ￿rs\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbca
0x000000003e878820      1      1 -W-rw- \Device\HarddiskVolume2\Users\ALISSA~1\AppData\Local\Temp\FXSAPIDebugLogFile.txt
0x000000003e878d50      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x000000003e879070      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSST.dll
0x000000003e87a590      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlanapi.dll
0x000000003e87bd40     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS0001
0x000000003e87d8b0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlanutil.dll
0x000000003e87f1a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSAPI.dll
0x000000003e87f3b0     16      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\KeePass Password Safe 2\KeePass.exe.config
0x000000003e87fd40     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.002
0x000000003e87fe90      1      0 R----- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\SETTINGS.DIA
0x000000003e880780     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\onex.dll
0x000000003e880e50     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.chk
0x000000003e881d00      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000003e882e60     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci
0x000000003e8843d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e8856e0      6      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Media Player\wmpnscfg.exe
0x000000003e888570      3      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts
0x000000003e888c30      2      1 ------ \Device\Afd\Endpoint
0x000000003e889070      1      0 R--rwd \Device\HarddiskVolume2\Users\Public\Recorded TV\desktop.ini
0x000000003e889d10      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003e88a330     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ieframe.dll
0x000000003e88a690     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\conhost.exe.mui
0x000000003e88ad10     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wups2.dll
0x000000003e88bf20      1      1 RW---- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x000000003e88c350      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\GoogleUpdateTaskMachineUA
0x000000003e88ec50      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e88f5d0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e891070     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\DRM\v3ks.bla
0x000000003e891b70      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuaueng.dll
0x000000003e893a20     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SensApi.dll
0x000000003e893b70      2      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\A242DAB82C3A2C6C33F27A249ED66F9B_DBB39EF28C4748E6F9EC37AC52CDF85D
0x000000003e893f20     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ActionCenter.dll.mui
0x000000003e894630      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wpdshext.dll
0x000000003e8957c0      1      1 RW---- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000003e8969f0      7      0 R--r-d \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt\DumpIt.exe
0x000000003e896d10      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\userenv.dll
0x000000003e897f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e898070      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e898360      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WWanAPI.dll
0x000000003e899bc0     16      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Media Player\en-US\wmpnscfg.exe.mui
0x000000003e899d10      2      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\apphelp.dll
0x000000003e89a070      5      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Media Player\wmpnssci.dll
0x000000003e89a330      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e89a830      2      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\A242DAB82C3A2C6C33F27A249ED66F9B_DBB39EF28C4748E6F9EC37AC52CDF85D
0x000000003e89cbc0      1      0 R--r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\CFE86DBBE02D859DC92F1E17E0574EE8_46766FC45507C0B9E264E4C18BC7288B
0x000000003e89cf20      1      0 R--r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\CA4458E7366E94A3C3A9C1FE548B6D21_82F29F3EF954016E2EAA30E22D51F9AE
0x000000003e89d070     14      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Google\Update\1.3.35.422\goopdateres_en.dll
0x000000003e89ed50      3      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData
0x000000003e89eea0      2      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015
0x000000003e89f230     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wwapi.dll
0x000000003e89f960      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Videos
0x000000003e8a06d0      4      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000003e8a0970      2      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\68FAF71AF355126BCA00CE2E73CC7374_1151833BB5788BDCAD7971E54EA7B930
0x000000003e8a1070      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8a1770      1      0 R--rw- \Device\HarddiskVolume2\Windows\Media\Windows Navigation Start.wav
0x000000003e8a2070      1      0 R--rw- \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\BootCKCL.etl
0x000000003e8a25e0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NlsData0009.dll
0x000000003e8a3ba0     10      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpRTP.dll
0x000000003e8a43c0      1      0 R--rw- \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\ShutdownCKCL.etl
0x000000003e8a5660     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\schedcli.dll
0x000000003e8a6570     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuapi.dll
0x000000003e8a7590      1      1 RW-rw- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\WindowsUpdate.log
0x000000003e8aaac0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\QAGENT.DLL
0x000000003e8aba00      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e8acd10      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webcheck.dll
0x000000003e8cb2d0     17      1 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\en-US\wer.dll.mui
0x000000003e8cc560      1      1 -WD--- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\IMpService925A3ACA-C353-458A-AC8D-A7E5EB378092.lock
0x000000003e8cc760      3      1 R----- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\MpSfc.bin
0x000000003e8ccf20      2      2 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.d
0x000000003e8cd4f0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\wdmaud.drv.mui
0x000000003e8cd6c0      1      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\desktop.ini
0x000000003e8ce590      3      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.ci
0x000000003e8d2310     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wscproxystub.dll
0x000000003e8d2460      1      0 R--rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\1033\StructuredQuerySchema.bin
0x000000003e8d3710     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8d3dc0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e8d53c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e8d5760      2      1 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\WER\ReportArchive
0x000000003e8d5d50      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e8d5f20      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\oleaccrc.dll.mui
0x000000003e8d65e0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000003e8d6860      2      2 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000003e8d69b0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\cimwin32.dll
0x000000003e8d6b00      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\framedynos.dll
0x000000003e8d7600     15      0 RW-rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\GDIPFONTCACHEV1.DAT
0x000000003e8d7a20     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\werui.dll
0x000000003e8d9070     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\consent.exe
0x000000003e8d92c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8d9dd0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e8d9f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d9.dll
0x000000003e8ddf20      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000003e8de4b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wups.dll
0x000000003e8de810     15      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasbase.vdm
0x000000003e8deb70     15      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasdlta.vdm
0x000000003e8e0d10      1      1 RW---- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\Logs\edb.log
0x000000003e8e3430     10      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Defender\MpClient.dll
0x000000003e8e6070     15      0 RW---- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x000000003e8ef500      1      0 R--rw- \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\WdiContextLog.etl.002
0x000000003e8ef650     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d8thk.dll
0x000000003e8ef7a0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8f0750      2      0 R--r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E49827401028F7A0F97B5576C77A26CB_7CE95D8DCA26FE957E7BD7D76F353B08
0x000000003e8f1070      1      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini
0x000000003e8f18e0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e8f28d0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000003e8f2a20      5      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpengine.dll
0x000000003e8f3070      2      1 ------ \Device\Afd\Endpoint
0x000000003e8f3590      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\wdmaud.drv.mui
0x000000003e8f3e60      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\MMDevAPI.dll.mui
0x000000003e8f53b0      6      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasdlta.vdm
0x000000003e8f5a70     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wscisvif.dll
0x000000003e8f5f20      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
