Name                                                  Pid   PPid   Thds   Hnds Time
.. 0xfffffa8001cec790:svchost.exe                     588    484     12    354 2019-12-14 10:35:35 UTC+0000
... 0xfffffa8001189b30:WmiPrvSE.exe                  4004    588      9 15...4 2019-12-14 10:39:00 UTC+0000
... 0xfffffa800105c060:WmiPrvSE.exe                  2636    588     12    293 2019-12-14 10:37:02 UTC+0000
... 0xfffffa800101e640:dllhost.exe                   2376    588      9    250 2019-12-14 10:37:40 UTC+0000
.. 0xfffffa8001d4ab30:svchost.exe                     720    484      7    275 2019-12-14 10:35:37 UTC+0000
.. 0xfffffa8001da6930:svchost.exe                     852    484     20    417 2019-12-14 10:35:38 UTC+0000
... 0xfffffa8000e95060:dwm.exe                       2652    852      3     71 2019-12-14 10:36:29 UTC+0000
... 0xfffffa800211e7c0:dwm.exe                       2012    852      4     72 2019-12-14 10:36:04 UTC+0000
.. 0xfffffa8001f4eb30:svchost.exe                    1368    484     23    314 2019-12-14 10:35:51 UTC+0000
.. 0xfffffa8001ed8b30:svchost.exe                    1248    484     18    303 2019-12-14 10:35:49 UTC+0000
.. 0xfffffa80010f44a0:wmpnetwk.exe                    928    484     18    523 2019-12-14 10:38:03 UTC+0000
.. 0xfffffa80021bb240:SearchIndexer.                 1836    484     12    628 2019-12-14 10:36:11 UTC+0000
.. 0xfffffa8000e76060:taskhost.exe                   2604    484      9    154 2019-12-14 10:36:29 UTC+0000
. 0xfffffa8001c9d910:lsass.exe                        492    424      8    546 2019-12-14 10:35:31 UTC+0000
. 0xfffffa8001c9e2d0:lsm.exe                          500    424     10    181 2019-12-14 10:35:31 UTC+0000
 0xfffffa80014fdb30:csrss.exe                         320    312     10    446 2019-12-14 10:35:27 UTC+0000
 0xfffffa8000ca0040:System                              4      0     80    541 2019-12-14 10:35:21 UTC+0000
. 0xfffffa80014976c0:smss.exe                         248      4      3     37 2019-12-14 10:35:21 UTC+0000
.. 0xfffffa8000ca8840:psxss.exe                       376    248     18    786 2019-12-14 10:35:28 UTC+0000
 0xfffffa8001c5a700:winlogon.exe                      416    360      6    112 2019-12-14 10:35:30 UTC+0000
 0xfffffa8001c40060:csrss.exe                         368    360      8    237 2019-12-14 10:35:28 UTC+0000
. 0xfffffa8001194570:conhost.exe                     3852    368      2     52 2019-12-14 10:38:43 UTC+0000
 0xfffffa80011956a0:notepad.exe                      3260   3180      1     61 2019-12-14 10:38:20 UTC+0000
 0xfffffa80022a73e0:winlogon.exe                     2336   2300      4    109 2019-12-14 10:36:24 UTC+0000
 0xfffffa80022a3b30:csrss.exe                        2308   2300      9    246 2019-12-14 10:36:24 UTC+0000
. 0xfffffa8000e63060:conhost.exe                     2068   2308      2     50 2019-12-14 10:36:35 UTC+0000
